attendance_percent,avg_grade,assignments_submitted,previous_failures,disengaged,feedback_text
100,90.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
90,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,45.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,55.00000000000001,4.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,20.0,4.0,3,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
90,70.0,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,52.5,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,72.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,90.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,77.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,45.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,77.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,40.0,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,30.0,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
94,47.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,52.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,37.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,80.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
92,52.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,37.5,5.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
98,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
98,80.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
80,42.5,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
92,87.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,35.0,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
92,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,32.5,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,35.0,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,77.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,37.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
92,40.0,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
92,52.5,7.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
92,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
